id,area_id,support_content,owner,access,is_foreign_ok,is_public,meta_words,appendix
23,1,ＤＶに関する相談できる<br>性暴力に関する相談できる,法テラス,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.houterasu.or.jp/"">公式ホームページをのぞいてみる</a></p>",1,1, DV  性暴力,
24,1,労働に関する相談できる<br>生活一般について、電話・メールで相談できる,Posse（ポッセ）,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://www.npoposse.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,労働問題  相談,サイト運営者が主催者と話したことがあります
25,1,労働に関する相談できる,首都圏青年ユニオン,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://www.npoposse.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,労働問題,新聞やテレビで取材されています 個人で加入できる労働組合です
26,1,労働に関する相談できる,派遣ユニオン,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.haken-union.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,労働問題,新聞やテレビで取材されています 個人で加入できる労働組合です
27,1,ＤＶ・性暴力に関する相談をできる<br>女性を重点的に支援,内閣府ＤＶ相談＋,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.gender.go.jp/policy/no_violence/dv_navi/index.html"">公式ホームページをのぞいてみる</a></p>",1,1,DV  性暴力  女性,
28,1,ＤＶ・性暴力に関する相談をできる<br>女性を重点的に支援,法務省法務局 女性の人権ホットライン,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://www.moj.go.jp/JINKEN/jinken108.html"">公式ホームページをのぞいてみる</a></p>",1,1,DV  性暴力  女性,
29,1,ＤＶ・性暴力に関する相談をできる<br>女性を重点的に支援,働く女性の全国センター・働く女性の全国ホットライン,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://wwt.acw2.org/"">公式ホームページをのぞいてみる</a></p>",1,0,DV  性暴力  女性,
30,1,ＤＶ・性暴力に関する相談をできる<br>女性を重点的に支援,NPO法人BONDプロジェクト,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://bondproject.jp/""></a></p>",1,0,DV  性暴力  女性,厚生労働省による補助を受けた事業です
31,1,ＤＶ・性暴力に関する相談をできる<br>女性を重点的に支援,一般社団法人女子高生サポートセンターColabo,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://colabo-official.net/"">公式ホームページをのぞいてみる</a></p>",1,0,DV  性暴力  女性,新聞やテレビで取材されています
32,1,ＤＶ・性暴力に関する相談をできる<br>女性を重点的に支援,NPO法人性暴力救援センター・SARC東京,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://sarc-tokyo.org/"">公式ホームページをのぞいてみる</a></p>",1,0,DV  性暴力  女性,
33,1,ＤＶ・性暴力に関する相談をできる<br>女性を重点的に支援,NPO法人レイプクライシスセンター TSUBOMI,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.crisiscenter-tsubomi.com/"">公式ホームページをのぞいてみる</a></p>",1,0,DV  性暴力  女性,
34,1,ＤＶ・性暴力に関する相談をできる<br>女性を重点的に支援,NPO法人人身取引被害者サポートセンター ライトハウス,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://lhj.jp/index.html"">公式ホームページをのぞいてみる</a></p>",1,0,DV  性暴力  女性,
35,1,シングルマザー/ファザーを支援,NPO法人しんぐるまざあず・ふぉーらむ,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.single-mama.com/"">公式ホームページをのぞいてみる</a></p>",1,0,シングル,
36,1,セクシュアルマイノリティーを支援,セクシュアル・マイノリティ電話法律相談（東京弁護士会）,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.toben.or.jp/know/iinkai/seibyoudou/news/post_26.html"">公式ホームページをのぞいてみる</a></p>",1,0,LGBT,
37,2,緊急の住まいを提供<br>就職を支援,トライマネジメントサポート,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.nanmosa.net/"">公式ホームページをのぞいてみる</a></p>",1,0,仕事  住居,
38,2,緊急の住まいを提供<br>就職を支援<br>生活一般について、電話・対面で相談できる,NPO法人ホームレス自立支援事業所ベトサダ,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.npo-bethesda.com/"">公式ホームページをのぞいてみる</a></p>",1,0,住居  仕事  相談,北海道から指定住宅確保要配慮者居住支援法人とされています
39,2,交流事業を開催<br>緊急の住まいを提供<br>生活一般について対面で相談できる,NPO法人生活相談サポートセンター,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://www.seikatusoudan.or.jp/page/works.html"">公式ホームページをのぞいてみる</a></p>",1,0,住居  孤立  相談,
40,2,緊急の住まいを提供<br>就職を支援<br>交流事業を開催,NPO法人コミュニティワーク研究実践センター,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://www.cmtwork.net/"">公式ホームページをのぞいてみる</a></p>",1,0,住居  仕事  孤立,北海道から指定住宅確保要配慮者居住支援法人とされています
41,2,緊急の住まいを提供<br>就職を支援<br>生活一般について電話で相談できる<br>生活一般についてメールで相談できる<br>ＤＶに関する相談できる,NPO法人ほっとらんど,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://www.npo-hotland.com/"">公式ホームページをのぞいてみる</a></p>",1,0,住居  仕事  相談  DV,北海道から指定住宅確保要配慮者居住支援法人とされています
42,2,緊急の住まいを提供<br>就職を支援<br>生活一般・DVについて、電話・メールで相談できる<br><br>交流事業を開催<br>女性を重点的に支援,NPO法人女性サポートAsyl,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://www.asyl-chan.com/"">公式ホームページをのぞいてみる</a></p> <p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.facebook.com/asylchan/"">公式SNS</a></p>",1,0,住居  仕事  相談  DV  孤立  女性,
43,2,生活一般について対面で相談できる<br>緊急の住まいを提供,一般社団法人札幌一時生活支援協議会,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://www.join-sapporo.net/"">公式ホームページをのぞいてみる</a></p>",1,0,相談  住居,札幌市の委託事業です
44,2,住まい探しを支援<br>緊急の住まいを提供,ホームネット株式会社,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.homenet-24.co.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,住居,北海道から指定住宅確保要配慮者居住支援法人とされています
45,2,住まい探しを支援,特定非営利活動法人シニア賃貸住宅 サポートセンター札幌,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://senior-rent.com/"">公式ホームページをのぞいてみる</a></p>",1,0,住居,北海道から指定住宅確保要配慮者居住支援法人とされています
46,2,住まい探しを支援<br>緊急の住まいを提供,株式会社ＪＤＣ,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://www.japan-dream-company.com/index.html"">公式ホームページをのぞいてみる</a></p>",1,0,住居,北海道から指定住宅確保要配慮者居住支援法人とされています
47,2,住まい探しを支援<br>,株式会社ラボール,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://www.siensho-kai.com/"">公式ホームページをのぞいてみる</a></p>",1,0,住居,北海道から指定住宅確保要配慮者居住支援法人とされています
48,2,住まい探しを支援<br>,株式会社ポロワッカ,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://porowakka.co.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,住居,北海道から指定住宅確保要配慮者居住支援法人とされています
49,19,性暴力に関する相談をできる,かながわ性犯罪・性暴力被害者ワンストップ支援センター「かならいん」,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://www.pref.kanagawa.jp/docs/f5g/cnt/f520370/"">公式ホームページをのぞいてみる</a></p>",1,0,性暴力,北海道から指定住宅確保要配慮者居住支援法人とされています
50,2,住まい探しを支援<br>入居時の連帯保証人や緊急連絡先の引き受け,株式会社ＡＩＭＳ,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://kazokunotunagari.wixsite.com/ysym/%E5%B1%85%E4%BD%8F%E6%94%AF%E6%8F%B4"">公式ホームページをのぞいてみる</a></p>",1,0,住居,北海道から指定住宅確保要配慮者居住支援法人とされています
51,2,住まい探しを支援<br>入居時の連帯保証人や緊急連絡先の引き受け,株式会社 めぐみ企画,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://megumi-kikaku.com/"">公式ホームページをのぞいてみる</a></p>",1,0,住居,北海道から指定住宅確保要配慮者居住支援法人とされています
52,6,緊急の住まいを提供<br>就職を支援,NPO法人萌友,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://www.ho-yu.info/"">公式ホームページをのぞいてみる</a></p>",1,0,住居  仕事,
53,6,生活一般について電話で相談できる<br>炊き出し,NPO法人仙台夜回りグループ,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://www.yomawari.net/"">公式ホームページをのぞいてみる</a></p>",1,0,住居  食料,地方紙の河北新報で取材されています
54,6,生活一般について、電話・メールで相談できる,仙台市父子家庭相談支援センター,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://www.personal-support.org/office/father.html"">公式ホームページをのぞいてみる</a></p>",1,0,シングル,仙台市から自立支援事業の委託を受けています
55,6,生活一般・DVについて、電話・メールで相談できる,一般社団法人パーソナルサポートセンター,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://www.personal-support.org/office/"">公式ホームページをのぞいてみる</a></p>",1,0,相談  DV,仙台市から自立支援事業の委託を受けています
56,6,生活一般について、電話・メールで相談できる,公益財団法人共生地域創造財団,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://www.personal-support.org/office/"">公式ホームページをのぞいてみる</a></p>",1,1,相談  DV,
57,6,食料の無料提供<br>生活一般について電話で相談できる<br>緊急の住まいを提供,NPO法人ワンファミリー仙台,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.onefamily-sendai.jp/activity-content.html"">公式ホームページをのぞいてみる</a></p>",1,0,住居  食料  相談,仙台市から自立支援事業の委託を受けています
58,5,緊急の住まいを提供<br>入居時の連帯保証人や緊急連絡先の引き受け<br>,NPO法人秋田結いネット,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://akitayuinet.jimdo.com/"">公式ホームページをのぞいてみる</a></p>",1,0,住居,秋田県から居住支援法人に指定されています
59,16,生活一般について電話・メール・対面で相談を受けつける<br>緊急の住まいを提供,NPO法人サマリア,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.samaria2009.net/"">公式ホームページをのぞいてみる</a></p>",1,0,住居  相談,埼玉県から居住支援法人に指定されています
60,17,緊急の住まいを提供<br>入居時の連帯保証人や緊急連絡先の引き受け<br>住まい探しを支援<br>交流事業を開催<br>就職を支援<br>生活一般について、電話・メールで相談できる,認定NPO法人生活困窮・ホームレス自立支援ガンバの会,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://npogamba.wixsite.com/ichikawa2"">公式ホームページをのぞいてみる</a></p>",1,0,住居  仕事  孤立  相談,松戸市から自立支援事業の委託を受けています
61,18,緊急の住まいを提供<br>住まい探しを支援<br>交流事業を開催<br>就職を支援<br>生活一般・DVについて対面・電話・メールで相談できる<br>女性を重点的に支援,NPO法人エス・エス・エス,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.npo-sss.or.jp/help/?id=help_sec6"">公式ホームページをのぞいてみる</a></p>",1,0,住居  仕事  孤立  相談  女性  DV,
62,19,生活一般について電話で相談できる<br>緊急の住まいを提供<br>,一般社団法人神奈川県生活サポート,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://ks-support.org/"">公式ホームページをのぞいてみる</a></p>",1,0,住居  相談,
63,9,生活一般について電話で相談できる<br>緊急の住まいを提供<br>,NPO法人あさひの家,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://asahinoie.sakura.ne.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,住居  相談,
64,9,就職を支援<br>交流事業を開催<br>緊急の住まいを提供<br>生活一般について電話で相談できる,NPO法人自立支援ネットにいがた,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://sien-niigata.org/katsudou.html"">公式ホームページをのぞいてみる</a></p>",1,0,住居  相談  孤立,
65,23,就職を支援<br>食料の無料提供<br>緊急の住まいを提供<br>生活一般について、電話・メールで相談できる,NPO法人POPOLO,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://npo-popolo.org/"">公式ホームページをのぞいてみる</a></p>",1,0,住居  食料  相談 ,
66,24,炊き出し,ささしま共生会,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.facebook.com/%E3%81%95%E3%81%95%E3%81%97%E3%81%BE%E5%85%B1%E7%94%9F%E4%BC%9A-1701195663314419/"">公式SNS</a></p>",1,0,食料,
67,24,炊き出し<br>医療に関する相談をできる<br>生活一般について対面で相談を受けつける<br>交流事業を開催<br>緊急の住まいを提供,ささしまサポートセンター,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.sasashima.info/"">公式ホームページをのぞいてみる</a></p>",1,0,食料  相談  医療  住居,
68,25,緊急の住まいを提供<br>交流事業を開催<br>生活一般について、電話・メールで相談できる,NPO法人大津夜回りの会,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://otsu-yomawarinokai.org/"">公式ホームページをのぞいてみる</a></p>",1,0,相談  住居  孤立 ,大津市から自立支援事業の委託を受けています
69,29,緊急の住まいを提供<br>交流事業を開催<br>生活一般について電話・メールで相談できる,公益財団法人ソーシャルサービス協会,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://otsu-yomawarinokai.org/"">公式ホームページをのぞいてみる</a></p>",1,0,相談  住居  孤立 ,
70,30,緊急の住まいを提供<br>交流事業を開催<br>生活一般について電話・メールで相談できる<br>就職を支援,一般社団法人大阪希望館,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.osaka-kiboukan.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,相談  住居  孤立  仕事,
71,30,就職を支援<br>生活一般について電話・対面で相談を受けつける,NPO法人釜ヶ崎支援機構,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://www.npokama.org/"">公式ホームページをのぞいてみる</a></p>",1,0,相談  仕事,
72,30,就職を支援<br>生活一般について電話・対面で相談を受けつける,大阪ホームレス就業支援センター,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.homeless-shien.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,相談  仕事,
73,30,炊き出し<br>生活一般について対面・メールで相談を受けつける<br>住まい探しを支援,NPO法人生活支援機構ALL,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.npo-all.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,相談  食料  住居,新聞で取り上げられています
74,30,就職を支援<br>生活一般について、電話・対面で相談を受けつける<br>緊急の住まいを提供,社会福祉法人みおつくし福祉会,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://safetynet.miotsukushi.or.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,相談  仕事 住居,
75,31,交流事業を開催,一般社団法人つばさ,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://tsubasa-support.love/index.html"">公式ホームページをのぞいてみる</a></p>",1,0,孤立,
76,32,就職を支援<br>生活一般について電話・対面で相談を受けつける<br>緊急の住まいを提供<br>交流事業を開催,NPO法人岡山ホームレス支援きずな,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://www.okayamakizuna.com/03_business.html"">公式ホームページをのぞいてみる</a></p>",1,0,仕事  相談  孤立  住居,
77,32,就職を支援<br>緊急の住まいを提供<br>生活一般について電話で相談できる,NPO法人自立支援アーリア,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://aryan.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,仕事  住居  相談,
78,41,入居時の連帯保証人や緊急連絡先の引き受け<br>住まい探しを支援<br>生活一般について電話・メールで相談できる<br>炊き出し<br>緊急の住まいを提供,NPO法人包撲,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.houboku.net/actions/"">公式ホームページをのぞいてみる</a></p>",1,0,仕事  住居  相談  食料,北九州市から生活自立支援事業の委託を受けています
79,41,住まい探しを支援<br>就職を支援<br>交流事業を開催<br>生活一般について、電話・メールで相談できる<br>炊き出し<br>医療に関する相談をできる,NPO法人福岡おにぎりの会,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://onigirinokai.web.fc2.com/onigiri/top.html"">公式ホームページをのぞいてみる</a></p>",1,0,仕事  住居  相談  食料 医療,
80,41,炊き出し,NPO法人美野島めぐみの家,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://www.megumihome.sakura.ne.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,食料,
81,44,住まい探しを支援<br>就職を支援<br>交流事業を開催<br>生活一般について電話で相談できる<br>,NPO法人でんでん虫の会,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://denden64.org/"">公式ホームページをのぞいてみる</a></p>",1,0,住居  孤立  相談,
82,45,生活一般について電話・対面で相談を受けつける<br>交流事業を開催,NPO法人自立生活支援宮崎ほほえみの会,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://miyazakihohoeminokai.web.fc2.com/index.html"">公式ホームページをのぞいてみる</a></p>",1,0,相談  孤立,
83,46,炊き出し,NPO法人かごしまホームレス生活者支えあう会,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://yuisasakagoshima.wixsite.com/sasaeaukai"">公式ホームページをのぞいてみる</a></p>",1,0,食料,
84,2,性暴力に関する相談をできる,性暴力被害者支援センター北海道「ＳＡＣＲＡＣＨ（さくらこ）」,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://sacrach.jp/"">公式ホームページをのぞいてみる</a></p>",1,1,性暴力,
85,3,性暴力に関する相談をできる,あおもり性暴力被害者支援センター,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.pref.aomori.lg.jp/life/danjo/ringonohana.html"">公式ホームページをのぞいてみる</a></p>",1,1,性暴力,
86,4,性暴力に関する相談をできる,はまなすサポート（岩手県性犯罪・性暴力被害者支援）,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.pref.iwate.jp/kurashikankyou/anzenanshin/higaisha/1004385.html"">公式ホームページをのぞいてみる</a></p>",1,1,性暴力,
87,6,性暴力に関する相談をできる,性暴力被害相談支援センター宮城,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.pref.miyagi.jp/soshiki/kyosha/seibouryokusenta-miyagi.html"">公式ホームページをのぞいてみる</a></p>",1,1,性暴力,
88,5,性暴力に関する相談をできる,あきた性暴力被害者サポートセンター「ほっとハートあきた」,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.pref.akita.lg.jp/pages/archive/28676"">公式ホームページをのぞいてみる</a></p>",1,1,性暴力,
89,7,性暴力に関する相談をできる,やまがた性暴力被害者サポートセンター「べにサポ やまがた」,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.benisapo.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,性暴力,
90,8,性暴力に関する相談をできる,性暴力等被害救援協力機関ＳＡＣＲＡふくしま,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://www.vsc-fukushima.net/sacra"">公式ホームページをのぞいてみる</a></p>",1,0,性暴力,
91,13,性暴力に関する相談をできる,性暴力被害者サポートネットワーク茨城,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.pref.ibaraki.jp/seikatsukankyo/seibun/anzen/20190313.html"">公式ホームページをのぞいてみる</a></p>",1,1,性暴力,
92,14,性暴力に関する相談をできる,とちぎ性暴力被害者サポートセンター「とちエール」,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://www.pref.tochigi.lg.jp/c03/kouhou/h27tochielu.html"">公式ホームページをのぞいてみる</a></p>",1,1,性暴力,
93,15,性暴力に関する相談をできる,群馬県性暴力被害者サポートセンター「Ｓａｖｅぐんま」,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://savegunma.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,性暴力,
94,16,性暴力に関する相談をできる,彩の国犯罪被害者ワンストップ支援センター性暴力等犯罪被害専用相談電話「アイリスホットライン」,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.pref.saitama.lg.jp/a0311/hanzaihigaisya/seibouryoku2.html"">公式ホームページをのぞいてみる</a></p>",1,0,性暴力,
95,17,性暴力に関する相談をできる,NPO 法人 千葉性暴力被害支援センター ちさと,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://chissat.sakura.ne.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,性暴力,
96,17,性暴力に関する相談をできる,公益社団法人 千葉犯罪被害者支援センター,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://chibacvs.gr.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,性暴力,
97,9,性暴力に関する相談をできる,性暴力被害者支援センターにいがた,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.n-vsc.jp/seibouryoku.html"">公式ホームページをのぞいてみる</a></p>",1,0,性暴力,
